"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Premise: A statue at a museum that no seems to be looking at.<SPLIT>Hypothesis: There is a statue that not many people seem to be interested in.","Premise: A statue at a museum that no seems to be looking at.<SPLIT>Hypothesis: There is a statue that not numerous people looks to be interested in.",0.022169113159179688,0.06594032049179077,1.0,1.0,1.0,12.0,"Failed"
"Premise: A statue at a museum that no seems to be looking at.<SPLIT>Hypothesis: Tons of people are gathered around the statue.","Premise: A statue at a museum that no seems to be looking at.<SPLIT>Hypothesis: Ton of people are gathered around the statue.",0.38074272871017456,0.6390120983123779,0.0,2.0,0.0,5.0,"Successful"
"Premise: A land rover is being driven across a river.<SPLIT>Hypothesis: A Land Rover is splashing water as it crosses a river.","Premise: A land rover is being driven across a river.<SPLIT>Hypothesis: A Land Rover is splashing water as it crosses a river.",0.9964773058891296,0.9964773058891296,2.0,2.0,1.0,1.0,"Skipped"
"Premise: A land rover is being driven across a river.<SPLIT>Hypothesis: A vehicle is crossing a river.","Premise: A land rover is being driven across a river.<SPLIT>Hypothesis: A car is crossing a revere.",0.015675902366638184,0.5626887083053589,1.0,2.0,1.0,7.0,"Successful"
"Premise: A land rover is being driven across a river.<SPLIT>Hypothesis: A sedan is stuck in the middle of a river.","Premise: A land rover is being driven across a river.<SPLIT>Hypothesis: A sedan is prude in the middle of a rivers.",0.005021870136260986,0.20491164922714233,0.0,0.0,0.0,9.0,"Failed"
"Premise: A man playing an electric guitar on stage.<SPLIT>Hypothesis: A man playing banjo on the floor.","Premise: A man playing an electric guitar on stage.<SPLIT>Hypothesis: A man playing harmonica on the floor.",0.0002117753028869629,0.00022345781326293945,0.0,0.0,0.0,3.0,"Failed"
"Premise: A man playing an electric guitar on stage.<SPLIT>Hypothesis: A man playing guitar on stage.","Premise: A man playing an electric guitar on stage.<SPLIT>Hypothesis: A mec gaming guitars on stage.",0.031954944133758545,0.6511080265045166,1.0,2.0,1.0,9.0,"Successful"
"Premise: A man playing an electric guitar on stage.<SPLIT>Hypothesis: A man is performing for cash.","Premise: A man playing an electric guitar on stage.<SPLIT>Hypothesis: A males is fulfilling for cash.",0.0026732683181762695,0.24163246154785156,2.0,2.0,2.0,11.0,"Failed"
"Premise: A blond-haired doctor and her African american assistant looking threw new medical manuals.<SPLIT>Hypothesis: A doctor is looking at a book","Premise: A blond-haired doctor and her African american assistant looking threw new medical manuals.<SPLIT>Hypothesis: A doctor is researching at a ledger",0.07374531030654907,0.9218547344207764,1.0,2.0,1.0,7.0,"Successful"
"Premise: A blond-haired doctor and her African american assistant looking threw new medical manuals.<SPLIT>Hypothesis: A man is eating pb and j","Premise: A blond-haired doctor and her African american assistant looking threw new medical manuals.<SPLIT>Hypothesis: A males is dining pb and j",0.00022166967391967773,0.0015297532081604004,0.0,0.0,0.0,8.0,"Failed"
"Premise: A blond-haired doctor and her African american assistant looking threw new medical manuals.<SPLIT>Hypothesis: A doctor is studying","Premise: A blond-haired doctor and her African american assistant looking threw new medical manuals.<SPLIT>Hypothesis: A doctor is studying",0.8762280344963074,0.8762280344963074,1.0,1.0,2.0,1.0,"Skipped"
"Premise: One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.<SPLIT>Hypothesis: A boy runs into a wall","Premise: One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.<SPLIT>Hypothesis: A boy manages into a mur",0.00021523237228393555,0.07601320743560791,0.0,0.0,0.0,4.0,"Failed"
"Premise: One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.<SPLIT>Hypothesis: A tan girl runs leans over an object","Premise: One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.<SPLIT>Hypothesis: A tan daughters manages leans over an object",0.019129455089569092,0.8915053606033325,1.0,2.0,1.0,14.0,"Successful"
"Premise: One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.<SPLIT>Hypothesis: A man watches his daughter leap","Premise: One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.<SPLIT>Hypothesis: A man watches his daughter leap",0.9791129231452942,0.9791129231452942,0.0,0.0,2.0,1.0,"Skipped"
"Premise: A young family enjoys feeling ocean waves lap at their feet.<SPLIT>Hypothesis: A young man and woman take their child to the beach for the first time.","Premise: A young family enjoys feeling ocean waves lap at their feet.<SPLIT>Hypothesis: A young fella and femme take their child to the beach for the frst moment.",0.0024858713150024414,0.20177334547042847,2.0,2.0,2.0,23.0,"Failed"
"Premise: A young family enjoys feeling ocean waves lap at their feet.<SPLIT>Hypothesis: A family is out at a restaurant.","Premise: A young family enjoys feeling ocean waves lap at their feet.<SPLIT>Hypothesis: A familial is out at a dine.",0.01016700267791748,0.8945719599723816,0.0,1.0,0.0,10.0,"Successful"
"Premise: A young family enjoys feeling ocean waves lap at their feet.<SPLIT>Hypothesis: A family is at the beach.","Premise: A young family enjoys feeling ocean waves lap at their feet.<SPLIT>Hypothesis: A familia is at the beach.",0.06069839000701904,0.5640500783920288,1.0,2.0,1.0,5.0,"Successful"
"Premise: A couple walk hand in hand down a street.<SPLIT>Hypothesis: A couple is walking together.","Premise: A couple walk hand in hand down a street.<SPLIT>Hypothesis: A couple is marching together.",0.05944710969924927,0.7080795764923096,1.0,2.0,1.0,5.0,"Successful"
"Premise: A couple walk hand in hand down a street.<SPLIT>Hypothesis: The couple is married.","Premise: A couple walk hand in hand down a street.<SPLIT>Hypothesis: The pair is matrimony.",0.0012507438659667969,0.40314042568206787,2.0,2.0,2.0,9.0,"Failed"
"Premise: A couple walk hand in hand down a street.<SPLIT>Hypothesis: A couple is sitting on a bench.","Premise: A couple walk hand in hand down a street.<SPLIT>Hypothesis: A matching is assis on a bench.",0.0004311203956604004,0.005449950695037842,0.0,0.0,0.0,8.0,"Failed"
"Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.<SPLIT>Hypothesis: Three people sit by a busy street bareheaded.","Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.<SPLIT>Hypothesis: Three people assis by a busy rue bareheaded.",0.0003045797348022461,0.029266715049743652,0.0,0.0,0.0,6.0,"Failed"
"Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.<SPLIT>Hypothesis: Three hood wearing people pose for a picture.","Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.<SPLIT>Hypothesis: Three hood wearing people pose for a visuals.",0.2589832544326782,0.7178504467010498,1.0,2.0,1.0,14.0,"Successful"
"Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.<SPLIT>Hypothesis: Three hood wearing people stand in a street.","Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.<SPLIT>Hypothesis: Tre hood wearing people standing in a thoroughfare.",0.036893248558044434,0.33943986892700195,1.0,1.0,1.0,6.0,"Failed"
"Premise: A man reads the paper in a bar with green lighting.<SPLIT>Hypothesis: The man is inside.","Premise: A man reads the paper in a bar with green lighting.<SPLIT>Hypothesis: The man is inboard.",0.018401503562927246,0.9988903403282166,1.0,0.0,1.0,6.0,"Successful"
"Premise: A man reads the paper in a bar with green lighting.<SPLIT>Hypothesis: The man is reading the sportspage.","Premise: A man reads the paper in a bar with green lighting.<SPLIT>Hypothesis: The fella is reading the sportspage.",0.004641473293304443,0.15536433458328247,2.0,2.0,2.0,10.0,"Failed"
"Premise: A man reads the paper in a bar with green lighting.<SPLIT>Hypothesis: The man is climbing a mountain.","Premise: A man reads the paper in a bar with green lighting.<SPLIT>Hypothesis: The males is climbed a shan.",3.0040740966796875e-05,0.0054610371589660645,0.0,0.0,0.0,16.0,"Failed"
"Premise: Three firefighter come out of subway station.<SPLIT>Hypothesis: Three firefighters putting out a fire inside of a subway station.","Premise: Three firefighter come out of subway station.<SPLIT>Hypothesis: Three firehouse putting out a fire inside of a mtr station.",0.057132184505462646,0.3498242497444153,2.0,2.0,2.0,10.0,"Failed"
"Premise: Three firefighter come out of subway station.<SPLIT>Hypothesis: Three firefighters coming up from a subway station.","Premise: Three firefighter come out of subway station.<SPLIT>Hypothesis: Three firemen coming up from a subway station.",0.2043851613998413,0.7157772779464722,1.0,0.0,1.0,5.0,"Successful"
"Premise: Three firefighter come out of subway station.<SPLIT>Hypothesis: Three firefighters playing cards inside a fire station.","Premise: Three firefighter come out of subway station.<SPLIT>Hypothesis: Three firefighters replay card within a fire station.",0.003543555736541748,0.38996797800064087,0.0,0.0,0.0,11.0,"Failed"
"Premise: A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.<SPLIT>Hypothesis: A person is near a pile of coconuts.","Premise: A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.<SPLIT>Hypothesis: A anyone is near a pile of coconuts.",0.012006521224975586,0.05060631036758423,1.0,1.0,1.0,14.0,"Failed"
"Premise: A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.<SPLIT>Hypothesis: A person is selling coconuts.","Premise: A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.<SPLIT>Hypothesis: A anyone is sold coconuts.",0.008472740650177002,0.8389598727226257,2.0,0.0,2.0,11.0,"Successful"
"Premise: A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.<SPLIT>Hypothesis: A person is burning a straw hat.","Premise: A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.<SPLIT>Hypothesis: A somebody is blazing a straw bonnet.",0.0011575818061828613,0.6302703022956848,0.0,2.0,0.0,13.0,"Successful"
"Premise: Male in a blue jacket decides to lay in the grass.<SPLIT>Hypothesis: The guy in yellow is rolling on the grass","Premise: Male in a blue jacket decides to lay in the grass.<SPLIT>Hypothesis: The buddy in huang is rolling on the grass",0.02724921703338623,0.9919072985649109,0.0,2.0,0.0,13.0,"Successful"
"Premise: Male in a blue jacket decides to lay in the grass.<SPLIT>Hypothesis: The guy wearing a blue jacket is laying on the green grass","Premise: Male in a blue jacket decides to lay in the grass.<SPLIT>Hypothesis: The guy wearing a blue jacket is laying on the green grass",0.8084689974784851,0.8084689974784851,2.0,2.0,1.0,1.0,"Skipped"
"Premise: Male in a blue jacket decides to lay in the grass.<SPLIT>Hypothesis: The guy wearing a blue jacket is laying on the green grass taking a nap.","Premise: Male in a blue jacket decides to lay in the grass.<SPLIT>Hypothesis: The guy wears a blue shirt is laying on the green sod take a nap.",0.04888111352920532,0.17645621299743652,2.0,2.0,2.0,19.0,"Failed"
"Premise: During calf roping a cowboy calls off his horse.<SPLIT>Hypothesis: A first time roper falls off his horse.","Premise: During calf roping a cowboy calls off his horse.<SPLIT>Hypothesis: A outset time roper plunges off his horse.",0.01161038875579834,0.8776388764381409,2.0,0.0,2.0,9.0,"Successful"
"Premise: During calf roping a cowboy calls off his horse.<SPLIT>Hypothesis: A man ropes a calf successfully.","Premise: During calf roping a cowboy calls off his horse.<SPLIT>Hypothesis: A man ropes a calf successfully.",0.64277184009552,0.64277184009552,2.0,2.0,0.0,1.0,"Skipped"
"Premise: A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.<SPLIT>Hypothesis: A boy is on a playground.","Premise: A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.<SPLIT>Hypothesis: A boy is on a schoolyard.",0.05416059494018555,0.9891217350959778,1.0,2.0,1.0,2.0,"Successful"
"Premise: A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.<SPLIT>Hypothesis: The boy is playing on the swings after school.","Premise: A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.<SPLIT>Hypothesis: The guy is playing on the swings after tuition.",0.02961885929107666,0.8574990034103394,2.0,0.0,2.0,9.0,"Successful"
"Premise: A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.<SPLIT>Hypothesis: The boy is sitting on the school bus on his way home.","Premise: A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.<SPLIT>Hypothesis: The laddie is assis on the tuition bus on his way home.",9.59634780883789e-05,0.005787193775177002,0.0,0.0,0.0,14.0,"Failed"
"Premise: A woman wearing a ball cap squats down to touch the cracked earth.<SPLIT>Hypothesis: An archeologist wearing a hat squats to examine the site for a dig","Premise: A woman wearing a ball cap squats down to touch the cracked earth.<SPLIT>Hypothesis: An archaeologist wearing a bonnet squats to examining the site for a digging",0.0021743178367614746,0.0073441267013549805,2.0,2.0,2.0,30.0,"Failed"
"Premise: A woman wearing a ball cap squats down to touch the cracked earth.<SPLIT>Hypothesis: A squatting woman wearing a hat touching the ground.","Premise: A woman wearing a ball cap squats down to touch the cracked earth.<SPLIT>Hypothesis: A squatting woman wearing a beanie touching the ground.",0.018389463424682617,0.9889838695526123,1.0,0.0,1.0,5.0,"Successful"
"Premise: A woman wearing a ball cap squats down to touch the cracked earth.<SPLIT>Hypothesis: A woman wearing a sun bonnet planting a garden.","Premise: A woman wearing a ball cap squats down to touch the cracked earth.<SPLIT>Hypothesis: A woman wearing a suen tweedledee planting a garden.",0.05391538143157959,0.9601662158966064,0.0,2.0,0.0,7.0,"Successful"
"Premise: Two children re laying on a rug with some wooden bricks laid out in a square between them.<SPLIT>Hypothesis: Two children are building a brick furnace.","Premise: Two children re laying on a rug with some wooden bricks laid out in a square between them.<SPLIT>Hypothesis: Two children are building a brick furnace.",0.9510512948036194,0.9510512948036194,0.0,0.0,2.0,1.0,"Skipped"
"Premise: Two children re laying on a rug with some wooden bricks laid out in a square between them.<SPLIT>Hypothesis: Two children are playing catch at a park.","Premise: Two children re laying on a rug with some wooden bricks laid out in a square between them.<SPLIT>Hypothesis: Two childhood are playing captures at a playpen.",0.00030922889709472656,0.5252202153205872,0.0,2.0,0.0,14.0,"Successful"
"Premise: Two children re laying on a rug with some wooden bricks laid out in a square between them.<SPLIT>Hypothesis: Two children are on a rug.","Premise: Two children re laying on a rug with some wooden bricks laid out in a square between them.<SPLIT>Hypothesis: Two enfants are on a mats.",0.00598299503326416,0.9064802527427673,1.0,0.0,1.0,16.0,"Successful"
"Premise: A man standing in front of a building on the phone as two men to the side pain on the side.<SPLIT>Hypothesis: a guy near a building stands by two other men","Premise: A man standing in front of a building on the phone as two men to the side pain on the side.<SPLIT>Hypothesis: a buddy near a construction standing by two other men",0.03717166185379028,0.5801505446434021,1.0,2.0,1.0,15.0,"Successful"
"Premise: A man standing in front of a building on the phone as two men to the side pain on the side.<SPLIT>Hypothesis: two girls walk through a hall","Premise: A man standing in front of a building on the phone as two men to the side pain on the side.<SPLIT>Hypothesis: two dame walking through a hall",4.673004150390625e-05,0.0010048747062683105,0.0,0.0,0.0,10.0,"Failed"
"Premise: A man standing in front of a building on the phone as two men to the side pain on the side.<SPLIT>Hypothesis: a busy man stands with bodyguards","Premise: A man standing in front of a building on the phone as two men to the side pain on the side.<SPLIT>Hypothesis: a busy guy standing with escorts",0.13104861974716187,0.3535127639770508,2.0,2.0,2.0,7.0,"Failed"
"Premise: The two young girls are dressed as fairies, and are playing in the leaves outdoors.<SPLIT>Hypothesis: Girls are playing outdoors.","Premise: The two young girls are dressed as fairies, and are playing in the leaves outdoors.<SPLIT>Hypothesis: Daughters are gaming outdoor.",0.01258939504623413,0.5871210694313049,1.0,2.0,1.0,10.0,"Successful"
"Premise: The two young girls are dressed as fairies, and are playing in the leaves outdoors.<SPLIT>Hypothesis: Two girls play dress up indoors.","Premise: The two young girls are dressed as fairies, and are playing in the leaves outdoors.<SPLIT>Hypothesis: Two girls play dress up inland.",0.0031095147132873535,0.9994261860847473,0.0,1.0,0.0,5.0,"Successful"
"Premise: The two young girls are dressed as fairies, and are playing in the leaves outdoors.<SPLIT>Hypothesis: The two girls play in the Autumn.","Premise: The two young girls are dressed as fairies, and are playing in the leaves outdoors.<SPLIT>Hypothesis: The two girls play in the Falls.",0.004149675369262695,0.846700131893158,2.0,0.0,2.0,6.0,"Successful"
"Premise: People jump over a mountain crevasse on a rope.<SPLIT>Hypothesis: Some people look visually afraid to jump.","Premise: People jump over a mountain crevasse on a rope.<SPLIT>Hypothesis: Some people look visually afraid to jump.",0.5246555209159851,0.5246555209159851,0.0,0.0,2.0,1.0,"Skipped"
"Premise: People jump over a mountain crevasse on a rope.<SPLIT>Hypothesis: People are jumping outside.","Premise: People jump over a mountain crevasse on a rope.<SPLIT>Hypothesis: People are skipping outside.",0.07787662744522095,0.9978241324424744,1.0,0.0,1.0,4.0,"Successful"
"Premise: People jump over a mountain crevasse on a rope.<SPLIT>Hypothesis: People slide over a mountain crevasse on a slide.","Premise: People jump over a mountain crevasse on a rope.<SPLIT>Hypothesis: People slider over a mountain cleft on a slipping.",0.0006226897239685059,0.3501412868499756,0.0,0.0,0.0,13.0,"Failed"
"Premise: A snowboarder on a wide plain of snow<SPLIT>Hypothesis: A snow field with a snowboarder on it","Premise: A snowboarder on a wide plain of snow<SPLIT>Hypothesis: A snowstorm campo with a snowboarder on it",0.04956430196762085,0.9651325345039368,1.0,2.0,1.0,6.0,"Successful"
"Premise: A snowboarder on a wide plain of snow<SPLIT>Hypothesis: A snowboarder gliding over a field of snow","Premise: A snowboarder on a wide plain of snow<SPLIT>Hypothesis: A snowboarder gliding over a field of snow",0.6549692153930664,0.6549692153930664,1.0,1.0,2.0,1.0,"Skipped"
"Premise: A snowboarder on a wide plain of snow<SPLIT>Hypothesis: A snowmobile in a blizzard","Premise: A snowboarder on a wide plain of snow<SPLIT>Hypothesis: A snowmobile in a blizzard",0.9992154240608215,0.9992154240608215,0.0,0.0,2.0,1.0,"Skipped"
"Premise: An older women tending to a garden.<SPLIT>Hypothesis: The lady is cooking dinner","Premise: An older women tending to a garden.<SPLIT>Hypothesis: The ladies is cooked dinnertime",0.0010429620742797852,0.04102599620819092,0.0,0.0,0.0,17.0,"Failed"
"Premise: An older women tending to a garden.<SPLIT>Hypothesis: The lady is weeding her garden","Premise: An older women tending to a garden.<SPLIT>Hypothesis: The lady is weeds her jardin",0.026180684566497803,0.10718637704849243,2.0,2.0,2.0,8.0,"Failed"
"Premise: An older women tending to a garden.<SPLIT>Hypothesis: The lady has a garden","Premise: An older women tending to a garden.<SPLIT>Hypothesis: The lady has a jardin",0.1516953706741333,0.9852675795555115,1.0,2.0,1.0,4.0,"Successful"
"Premise: A man in a black shirt overlooking bike maintenance.<SPLIT>Hypothesis: A man destroys a bike.","Premise: A man in a black shirt overlooking bike maintenance.<SPLIT>Hypothesis: A man razing a bike.",0.0004006028175354004,0.6619600653648376,0.0,2.0,0.0,13.0,"Successful"
"Premise: A man in a black shirt overlooking bike maintenance.<SPLIT>Hypothesis: A man watches bike repairs.","Premise: A man in a black shirt overlooking bike maintenance.<SPLIT>Hypothesis: A man watches motorbike reparations.",0.013232052326202393,0.9547350406646729,1.0,2.0,1.0,5.0,"Successful"
"Premise: A man in a black shirt overlooking bike maintenance.<SPLIT>Hypothesis: A man learns bike maintenance.","Premise: A man in a black shirt overlooking bike maintenance.<SPLIT>Hypothesis: A man learning bike preservation.",0.00818556547164917,0.6667351722717285,2.0,1.0,2.0,5.0,"Successful"
"Premise: A man in a black shirt is looking at a bike in a workshop.<SPLIT>Hypothesis: A man is wearing a red shirt","Premise: A man in a black shirt is looking at a bike in a workshop.<SPLIT>Hypothesis: A bloke is wears a red jacket",0.004387855529785156,0.20700550079345703,0.0,0.0,0.0,12.0,"Failed"
"Premise: A man in a black shirt is looking at a bike in a workshop.<SPLIT>Hypothesis: A man is in a black shirt","Premise: A man in a black shirt is looking at a bike in a workshop.<SPLIT>Hypothesis: A man is in a negra shirt",0.08221471309661865,0.9934992790222168,1.0,2.0,1.0,2.0,"Successful"
"Premise: A man in a black shirt is looking at a bike in a workshop.<SPLIT>Hypothesis: A man is deciding which bike to buy","Premise: A man in a black shirt is looking at a bike in a workshop.<SPLIT>Hypothesis: A males is decided which cyclist to procuring",0.0021639466285705566,0.09451723098754883,2.0,2.0,2.0,23.0,"Failed"
"Premise: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>Hypothesis: A person is in a garage.","Premise: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>Hypothesis: A anyone is in a garage.",0.009531795978546143,0.8422260284423828,1.0,0.0,1.0,9.0,"Successful"
"Premise: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>Hypothesis: A man repairs bicycles.","Premise: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>Hypothesis: A man repairs bicycles.",0.5505387783050537,0.5505387783050537,2.0,2.0,1.0,1.0,"Skipped"
"Premise: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>Hypothesis: A man waits outside a garage.","Premise: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>Hypothesis: A man hoping outside a garage.",0.42110908031463623,0.9190654754638672,0.0,2.0,0.0,10.0,"Successful"
"Premise: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>Hypothesis: Some people stand around.","Premise: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>Hypothesis: Some people standing about.",0.011485636234283447,0.03395026922225952,0.0,0.0,0.0,5.0,"Failed"
"Premise: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>Hypothesis: People run together.","Premise: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>Hypothesis: People executing together.",0.0002333521842956543,0.3626015782356262,0.0,0.0,0.0,6.0,"Failed"
"Premise: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>Hypothesis: People wait at a station.","Premise: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>Hypothesis: People expecting at a station.",0.06791216135025024,0.5478518009185791,1.0,2.0,1.0,9.0,"Successful"
"Premise: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>Hypothesis: A child wearing a red top is standing behind a blond headed child","Premise: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>Hypothesis: A infantile wearing a red top is standing behind a blond headed child",0.028193116188049316,0.8065679669380188,1.0,2.0,1.0,6.0,"Successful"
"Premise: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>Hypothesis: A child wearing a red top is standing on top of a blond headed child","Premise: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>Hypothesis: A child wearing a red superior is stands on superior of a blonds headed child",0.0032862424850463867,0.8352459073066711,0.0,2.0,0.0,12.0,"Successful"
"Premise: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>Hypothesis: A child wearing a red top is standing behind a pretty blond headed child","Premise: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>Hypothesis: A child wearing a red top is standing behind a quite blond headed child",0.04585123062133789,0.6215391159057617,2.0,1.0,2.0,3.0,"Successful"
"Premise: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>Hypothesis: A lady sitting on a bench in the park.","Premise: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>Hypothesis: A dame sitting on a bench in the playpen.",0.0001919865608215332,0.000592350959777832,0.0,0.0,0.0,5.0,"Failed"
"Premise: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>Hypothesis: An old lady pushing a stroller down a busy street.","Premise: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>Hypothesis: An old missus pushing a stroller down a busy street.",0.3770639896392822,0.8583316802978516,2.0,0.0,2.0,6.0,"Successful"
"Premise: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>Hypothesis: A person outside pushing a stroller.","Premise: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>Hypothesis: A person outside prompting a carriage.",0.014435827732086182,0.9728199243545532,1.0,2.0,1.0,3.0,"Successful"
"Premise: A dog jumping for a Frisbee in the snow.<SPLIT>Hypothesis: A pet is enjoying a game of fetch with his owner.","Premise: A dog jumping for a Frisbee in the snow.<SPLIT>Hypothesis: A fart is enjoying a ballgame of fetch with his holder.",0.008959591388702393,0.8401833772659302,2.0,0.0,2.0,22.0,"Successful"
