"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Group to Propose New High-Speed Wireless Format  LOS ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new wireless networking standard up to 10 times  the speed of the current generation.","Pools to Projects New High-Speed Wireless Formulas  LOS ANGELES (Newsday) - A regrouped of technology companies  including Texas Instruments Ltd. &ensign;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &ensign;BRCM.O&gt;, on Yesterday said they  will nominate a new wireless networking stallion up to 10 juncture  the rapidity of the current generation.",0.0015039443969726562,0.5348547697067261,3.0,2.0,3.0,389.0,"Successful"
"Apple Launches Graphics Software, Video Bundle  LOS ANGELES (Reuters) - Apple Computer Inc.&lt;AAPL.O&gt; on  Tuesday began shipping a new program designed to let users  create real-time motion graphics and unveiled a discount  video-editing software bundle featuring its flagship Final Cut  Pro software.","Apple Launches Charting Software, Films Bundle  LOS ANGELES (Newsday) - Apple Computer Inc.&tl;AAPL.O&gt; on  Tuesday began freight a new program directed to letting users  creates real-time motion cards and reveals a discount  video-editing software parcel starring its flagship Semifinal Decrease  Pro software.",0.002693653106689453,0.518970787525177,3.0,2.0,3.0,505.0,"Successful"
"Dutch Retailer Beats Apple to Local Download Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat Apple Computer Inc. to market on Tuesday  with the launch of a new download service in Europe's latest  battleground for digital song services.","Frans Retailer Rout Cobbler to Local Landing Merchant  AMSTERDAM (Newsday) - Free Filings Shop, a Dutch music  retail chain, beat Apple Computer Lnc. to market on Domingo  with the launch of a ny download service in Europe's latest  battleground for digital song services.",0.0007685422897338867,0.5757437348365784,3.0,2.0,3.0,283.0,"Successful"
"Super ant colony hits Australia A giant 100km colony of ants  which has been discovered in Melbourne, Australia, could threaten local insect species.","Great ant settlement hits Australians A hefty 100km colony of caterpillars  which has been felt in Queensland, Australia, could threaten regional infestation species.",0.009645462036132812,0.5417168736457825,3.0,0.0,3.0,317.0,"Successful"
"Socialites unite dolphin groups Dolphin groups, or ""pods"", rely on socialites to keep them from collapsing, scientists claim.","Celebrities unite dolphin teams Dolphin team, or ""cocoons"", rely on celebrities to hold them from crumbles, investigators argument.",0.03272479772567749,0.6003583669662476,3.0,0.0,3.0,309.0,"Successful"
"Teenage T. rex's monster growth Tyrannosaurus rex achieved its massive size due to an enormous growth spurt during its adolescent years.","Jeune T. rex's mutant risen Tyrannosaurus rex met its monumental size due to an enormous risen spurt during its junge year.",0.001522839069366455,0.503196120262146,3.0,0.0,3.0,321.0,"Successful"
"Scientists Discover Ganymede has a Lumpy Interior Jet Propulsion Lab -- Scientists have discovered irregular lumps beneath the icy surface of Jupiter's largest moon, Ganymede. These irregular masses may be rock formations, supported by Ganymede's icy shell for billions of years...","Scientists Unearthed Ganymede owns a Lumpy Nationale Airplanes Propel Laboratories -- Scientists have discovered illicit clods beneath the icy surface of Jupiter's largest moonshine, Ganymede. Those irregular masses may happen rock formations, argued by Ganymede's icy shell for usd of seniority...",0.0003412961959838867,0.7248697280883789,3.0,1.0,3.0,372.0,"Successful"
"Mars Rovers Relay Images Through Mars Express European Space Agency -- ESAs Mars Express has relayed pictures from one of NASA's Mars rovers for the first time, as part of a set of interplanetary networking demonstrations.     The demonstrations pave the way for future Mars missions to draw on joint interplanetary networking capabilities...","Mars Rovers Relay Images Through Mars Indicated European Aerospace Cadaver -- ESAs Marte Express has relayed depiction from one of NASA's Marte rovers for the first time, as part of a games of intergalactic filet demonstrations.     The uproar pave the way for future Mar remit to take on communal interplanetary chains capabilities...",0.00020819902420043945,0.5129045248031616,3.0,0.0,3.0,396.0,"Successful"
"Rocking the Cradle of Life When did life begin? One evidential clue stems from the fossil records in Western Australia, although whether these layered sediments are biological or chemical has spawned a spirited debate. Oxford researcher, Nicola McLoughlin, describes some of the issues in contention.","Rocking the Cradle of Life When did life begin? One evidential clue stems from the fossil records in Western O, although whether these layered sediments are biological or chemical has spawned a spirited discussing. Oxford researcher, Nikolaus molloy, contours some of the issues in wrangle.",0.0005165338516235352,0.5279914140701294,3.0,1.0,3.0,193.0,"Successful"
"Storage, servers bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.","Storage, servers bruise HORSEPOWER acquires update Taxation per traded rise compared with a leto ago, but company misses analysts' expectations by a long shot.",0.0016301274299621582,0.5493733286857605,3.0,2.0,3.0,177.0,"Successful"
"IBM to hire even more new workers By the end of the year, the computing giant plans to have its biggest headcount since 1991.","IBM to hire even more new workers By the end of the year, the computing giant planning to have its biggest headcount since 1991.",0.11989355087280273,0.6982321739196777,3.0,2.0,3.0,63.0,"Successful"
"Sun's Looking Glass Provides 3D View Developers get early code for new operating system 'skin' still being crafted.","Sun's Looking Glass Poses 3D Findings Developers acquire earliest code for new operating devices 'skin' farther being readies.",0.0008358955383300781,0.5182608366012573,3.0,0.0,3.0,424.0,"Successful"
"IBM Chips May Someday Heal Themselves New technology applies electrical fuses to help identify and repair faults.","IBM Chips May Someday Heal Herself New technology applies electrical fuses to subsidy identify and repair palaces.",0.002064943313598633,0.8837510347366333,3.0,2.0,3.0,132.0,"Successful"
"Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.9707434177398682,0.9707434177398682,2.0,2.0,3.0,1.0,"Skipped"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab In MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.0003590583801269531,0.8408594131469727,3.0,2.0,3.0,48.0,"Successful"
"News: Sluggish movement on power grid cyber security Industry cyber security standards fail to reach some of the most vulnerable components of the power grid.\","Journalism: Lifeless transport on faculties mesh cybernetic protected Mun electronic protected uniformed fail to reaching some of the most helpless shutters of the competence grill.\",0.00023609399795532227,0.48343658447265625,3.0,3.0,3.0,475.0,"Failed"
"Giddy Phelps Touches Gold for First Time Michael Phelps won the gold medal in the 400 individual medley and set a world record in a time of 4 minutes 8.26 seconds.","Exhilarated Phelps Touches Gold for First Time Michael Phelps won the gold medal in the 400 individual medley and set a world record in a time of 4 minutes 8.26 seconds.",0.2637284994125366,0.5106106996536255,1.0,0.0,1.0,60.0,"Successful"
"Tougher rules won't soften Law's game FOXBOROUGH -- Looking at his ridiculously developed upper body, with huge biceps and hardly an ounce of fat, it's easy to see why Ty Law, arguably the best cornerback in football, chooses physical play over finesse. That's not to imply that he's lacking a finesse component, because he can shut down his side of the field much as Deion Sanders ...","Tougher rules won't soften Law's game FOXBOROUGH -- Searches at his ridiculously poised supreme body, with grande muscles and scarcely an ounce of fat, it's easy to see why Ty Legislation, visibly the upper freshman in football, election tangible sets over shrewdness. That's not to entailed that he's lacking a smoothness constituents, because he can lock down his side of the sector sharply as Javon Goodwin ...",8.308887481689453e-05,0.5534259676933289,1.0,2.0,1.0,672.0,"Successful"
"Shoppach doesn't appear ready to hit the next level With the weeks dwindling until Jason Varitek enters free agency, the Red Sox continue to carefully monitor Kelly Shoppach , their catcher of the future, in his climb toward the majors. The Sox like most of what they have seen at Triple A Pawtucket from Shoppach, though it remains highly uncertain whether he can make the adjustments at the plate ...","Shoppach doesn't appear ready to hit the next level With the weeks dwindling until Dustin Varitek pervades free agency, the Red Sox continue to carefully monitor Kelly Shoppach , their catcher of the future, in his climb toward the majors. The Sox like most of what they have levied at Triple A Pawtucket from Shoppach, though it remains immeasurably uncertain whether he can make the adjustments at the plate ...",0.06015723943710327,0.5207516551017761,1.0,0.0,1.0,195.0,"Successful"
"Mighty Ortiz makes sure Sox can rest easy Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had planned on attending the Red Sox' Family Day at Fenway Park yesterday morning, but he had to sleep in. After all, Ortiz had a son at home, and he ...","Aziz Ortiz makes insured Sox can rest easy Equitable contemplating what David Ortiz could do on a suitable night's surplus. Ortiz spent the night before latest with his baby boy, D'Angelo, who is approximately 1 month old. He had planned on contributing the Red Sox' Home Nowadays at Fenway Park yesterday morning, but he had to sleep in. After all, Ortiz had a son at home, and he ...",8.71419906616211e-05,0.5319094657897949,1.0,2.0,1.0,360.0,"Successful"
"They've caught his eye In  quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier.","They've arrests his eyelids At  quot;apu themselves, quot; Ricky Terrell, Chas Gessner, Michele Donovan, and David Patten were nothing Sunday dark to makes Billing Belichick's verdicts on what to done with his addressee any easier.",5.888938903808594e-05,0.00019484758377075195,1.0,1.0,1.0,460.0,"Failed"
"Indians Mount Charge The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez.","Natives Mount Expense The Cardinals Indio pull within one game of the AL Powerhouse guided by thumping the Nebraska Twins, 7-1, Monday night with home run by Travis Hafner and Victor Velasquez.",0.00025838613510131836,0.03419238328933716,1.0,1.0,1.0,618.0,"Failed"
"Sister of man who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.","Sis of guys who perished in Vancouver police keeps slam principal (Canadian News) Canadian Pressing - CANADIENS (COPS) - The sisterly of a boys who massacred after a grievous skirmishes with spatula gets inquired the city's execs constable departs for conserve the administrators associating.",0.0003923773765563965,0.7496993541717529,0.0,3.0,0.0,901.0,"Successful"
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.","Man Sought  #36;50M From McGreevey, Aides Say (AP) HAS - The man who claims Clerks. James f. McGreevey sexually harassed him was nudging for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",0.000597834587097168,0.8275691866874695,0.0,2.0,0.0,114.0,"Successful"
"Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...","Bursting Repetitions During Ayatollah IRAQIS, Afghanis - Bombers and filming amazed through the downtown of Najaf as U.seconds. troupe in shielded carloads and storehouse intruded back into the cobbled here Tuesday, a time after the disintegrating of negotiator - and with them a temp cease-fire - purposes to cease the wrestling in this sant mayor...",0.00021964311599731445,0.07521575689315796,0.0,0.0,0.0,812.0,"Failed"
"Frail Pope Celebrates Mass at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...","Frail Pops Celebrates Mass at Lourdes LOURDES, Francy - A insufficient Pope Joanne Paolo SECONDLY, sigh fundamentally and wriggling at seasons, famed an open-air Massachusetts on Nr for diversified hundred thousand basking, miscellaneous in chairmen, at a shrines to the Blank Marries that is relating with magic remedy.    At one subjects he stated ""contributions me"" in Warsaw while battaglia through his papal in Parisian...",0.00020736455917358398,0.5767191648483276,0.0,1.0,0.0,802.0,"Successful"
"Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.","Venezuela Prepares for Chavez Recall Election Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.",0.1836196780204773,0.6837912201881409,0.0,2.0,0.0,48.0,"Successful"
"1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).","1994 Billing Designed to Preserve Guard Jobs (PA) HAS - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).",0.0007459521293640137,0.7536559104919434,0.0,2.0,0.0,94.0,"Successful"
"Iran Warns Its Missiles Can Hit Anywhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.","Muslim Apprised Its Detonating Ca Assailed Anywhere in Yehuda  TEHERAN (Newsday) - A alumni Teheran military officials said  Sunday Jews and the Estados State would not audacity aggressiveness Farsi  afterward it could homers back anywhere in Israel with its yesteryear  blast, beginner organisms alluded.",0.00025516748428344727,0.5368396043777466,0.0,3.0,0.0,684.0,"Successful"
"Afghan Army Dispatched to Calm Violence KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...","Afghan Army Mailing to Serena Bullying AFGHANIS, Taliban - Governmental troops intruding in Afghanistan's recent outburst of died battlefield between noblemen, aeronautics from the investing to the infinitely balkans on U.seconds. and NATO airplanes to retake an flying database competitions in the brute, officials pointed Today...",0.0002078413963317871,0.5661239624023438,0.0,1.0,0.0,722.0,"Successful"
"Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.","Johnson Endorsing D-Backs Complete Nine-Game Landslides (PA) PA - Saunders Johnson came a four-hitter into the thirteen sox to contributed the Arizona Diamondbacks stop a nine-game lost wave Sonntag, beaten Stefan Trachsel and the New York Yankees 2-0.",5.9723854064941406e-05,0.0004938840866088867,1.0,1.0,1.0,603.0,"Failed"
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.","Retailers Vie for Back-To-School Subscriber (Reuters) Reuters - Apparel dopers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",0.00045162439346313477,0.508746325969696,2.0,3.0,2.0,135.0,"Successful"
"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.","Strategic an Afterthought Amid Hurricane (AP) HAD - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",0.0003364086151123047,0.884239137172699,0.0,2.0,0.0,71.0,"Successful"
"Spam suspension hits Sohu.com shares (FT.com) FT.com - Shares in Sohu.com, a leading US-listed Chinese internet portal, fell more than 10 per cent on Friday after China's biggest mobile phone network operator imposed a one-year suspension on its multimedia messaging services because of customers being sent spam.","Spam suspension hit Sohu.com proportions (IP.kom) FT.kom - Shares in Sohu.com, a key US-listed Chinese web portal, decreased more than 10 per hundred on Sunday after China's strongest chattel calls web administrator meted a one-year halted on its presse communications conveniences because of customer being transmitting emails.",0.009876430034637451,0.5234782695770264,3.0,0.0,3.0,602.0,"Successful"
"Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.","Erstad's Twin Risers Angels to Success (PA) AP - Darin Erstad doubled in the go-ahead run in the thirteen innings, elevation the Stockton Angels to a 3-2 jens over the Hai Panthers on Saturdays. The conquer shoot Anaheim within a percentage point of Rochester and Lubbock in the CL wild-card careers.",0.00010454654693603516,0.0002854466438293457,1.0,1.0,1.0,638.0,"Failed"
"Drew Out of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.","Urges Beyond of Braves' Lineup Until Infections (PA) HECTARE - Outfielder i.D. Requested breached the Portsmouth Braves' games against the St. Louis Penguins on Weekends interferes with a ache true quadriceps.",6.461143493652344e-05,0.0004101395606994629,1.0,1.0,1.0,532.0,"Failed"
"Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.","Venezuelans Blizzard Enquiry, Voting Enlargements  CHAVEZ, Venezuela (Newsday) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and wahl authorities  prolonged voting well into the night.",0.002134978771209717,0.9581754803657532,0.0,2.0,0.0,190.0,"Successful"
"Dell Exits Low-End China Consumer PC Market  HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.","Dell Exits Low-End China Shoppers PC Market  HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.",0.28183120489120483,0.626573920249939,3.0,2.0,3.0,70.0,"Successful"
"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.","Chine States Canton Spy Equally Operated in U.S. - Media  GUANGZHOU (Newsday) - Richland on Wd convicts a  Chinese-American arrested for kgb for Terrace of architecture an  hyena network in the United Staten, and said he could go on  trial incredibly straightaway.",0.0003600120544433594,0.7410963773727417,0.0,2.0,0.0,449.0,"Successful"
"Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.","A Major Non-Factor Another major, another despair for Tiger Woods, the Non. 1 ranked pianist in the internationale who gets not won a major tournament since his triumphant at the 2002 U.p. Tennis.",0.0003858804702758789,0.49409013986587524,1.0,1.0,1.0,427.0,"Failed"
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.","US fighter squadron to be deployed in South Korea next month (AFP) AFP - paras squads of US Air Force F-15E wrestlers based in Alaska will airliner to South Korea next month for temporary deployment centered at enhancing VS heats on the Korean correspondent, AMERICANA authorities affirms.",0.0003782510757446289,0.5714190006256104,0.0,1.0,0.0,340.0,"Successful"
"Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.","J Back to It Maxima as D-Backs Conclusion Avalanche  INNOVATIVE YORKE (Newsday) - Cody Carter struck out 14 batsman in  8 1/3 netball to assistance the Utah Diamondbacks stops a nine-game  waste avalanche with a 2-0 jens over the hosted Ny Westchester Padres in the  Nation League Fri.",6.16312026977539e-05,0.00016486644744873047,1.0,1.0,1.0,708.0,"Failed"
"Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.","Restive Barbados easing curfew after rounded up dissidents (AFP) AFP - para curfew in the investing of the Aruba was minimized but legislator hearings were filed off perpetually and contingency qaeda continuing suites yesteryear week's ailments, patrolman and pueblo testified.",0.00019246339797973633,0.5444002151489258,0.0,2.0,0.0,542.0,"Successful"
"Vodafone hires Citi for Cesky bid (TheDeal.com) TheDeal.com - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.","Vodafone hiring Citi for Cesky bid (TheDeal.com) TheDeal.com - The U.K. mobil giant wants to find a way to disentagle the Czech walkie and fixed-line businesses.",0.00029969215393066406,0.674035906791687,3.0,2.0,3.0,76.0,"Successful"
