"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"it's up to you to decide whether to admire these people's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of american life .","it's up to you to decide whether to admire these people's dedication to their cause or be repelled by their dogmatism , manipulativeness and limited , fearful view of american life .",0.043951332569122314,0.8333041071891785,1.0,0.0,1.0,2.0,"Successful"
"mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human .","largely , [goldbacher] just lets her complicated attribute be unruly , confusing and , through it all , human .",0.0035721659660339355,0.5552540421485901,1.0,0.0,1.0,26.0,"Successful"
". . . quite good at providing some good old fashioned spooks .",". . . rather good at offered some good old shaped spooks .",0.00656735897064209,0.08414340019226074,1.0,1.0,1.0,14.0,"Failed"
"at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .","at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .",0.9916624426841736,0.9916624426841736,0.0,0.0,1.0,1.0,"Skipped"
"scherfig's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .","scherfig's light-hearted profiling of emotional hopelessness is achingly honest and pleasantly cheeky .",0.0009391903877258301,0.002348959445953369,1.0,1.0,1.0,14.0,"Failed"
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .","a voyager spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina ticking , and our hearts go out to them as both continuing to negotiated their imperfect , love-hate relationships .",0.0004743337631225586,0.0005067586898803711,1.0,1.0,1.0,41.0,"Failed"
"the wonderfully lush morvern callar is pure punk existentialism , and ms . ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting .","the wonderfully lush morvern callar is sheer hoodlum existentialism , and ms . ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an replying to irvine welsh's book trainspotting .",0.0008034110069274902,0.8550631403923035,1.0,0.0,1.0,10.0,"Successful"
"as it turns out , you can go home again .","as it turns out , you can going home again .",0.0026444196701049805,0.0036523938179016113,1.0,1.0,1.0,3.0,"Failed"
"you've already seen city by the sea under a variety of titles , but it's worth yet another visit .","you've already watched city by the sea under a multiple of titles , but it's worth still another visiting .",0.007079780101776123,0.16500431299209595,1.0,1.0,1.0,19.0,"Failed"
"this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .","this kind of hands-on narration is finally what makes shanghai ghetto move beyond a good , dry , reliable textbooks and what allows it to rank with its laudable predecessors .",0.0011088252067565918,0.0022917985916137695,1.0,1.0,1.0,23.0,"Failed"
"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .","making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .",0.9852627515792847,0.9852627515792847,0.0,0.0,1.0,1.0,"Skipped"
"grown-up quibbles are beside the point here . the little girls understand , and mccracken knows that's all that matters .","grown-up quibbles are beside the point here . the little girls realise , and mccracken knows that's all that subjects .",0.02947944402694702,0.7902637720108032,1.0,0.0,1.0,13.0,"Successful"
"a powerful , chilling , and affecting study of one man's dying fall .","a forceful , chilling , and affecting explore of one man's dies fall .",0.0005972385406494141,0.0007169842720031738,1.0,1.0,1.0,22.0,"Failed"
"this is a fascinating film because there is no clear-cut hero and no all-out villain .","this is a intriguing movies because there is no clear-cut hero and no all-out rascal .",0.0010092854499816895,0.0022980570793151855,1.0,1.0,1.0,9.0,"Failed"
"a dreadful day in irish history is given passionate , if somewhat flawed , treatment .","a terrible day in irish history is given avid , if somewhat misguided , treatment .",0.0011037588119506836,0.6972745656967163,1.0,0.0,1.0,25.0,"Successful"
". . . a good film that must have baffled the folks in the marketing department .",". . . a good film that must have baffled the folks in the marketing department .",0.8600401878356934,0.8600401878356934,0.0,0.0,1.0,1.0,"Skipped"
". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",". . . is funny in the manner that makes you stomachache with heaviness ( the way chekhov is comical ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",0.0018047690391540527,0.002779245376586914,1.0,1.0,1.0,30.0,"Failed"
"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .","devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .",0.9990664124488831,0.9990664124488831,0.0,0.0,1.0,1.0,"Skipped"
"a soul-stirring documentary about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .","a soul-stirring documentation about the israeli/palestinian conflict as proved through the eyes of some kids who remain peculiar about each other against all odds .",0.00035190582275390625,0.0005571246147155762,1.0,1.0,1.0,19.0,"Failed"
"what's so striking about jolie's performance is that she never lets her character become a caricature -- not even with that radioactive hair .","what's so whopping about jolie's performance is that she never allowing her character become a caricature -- not even with that radioactive hair .",0.0049201250076293945,0.9888614416122437,1.0,0.0,1.0,17.0,"Successful"
"the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish .","the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish .",0.9984566569328308,0.9984566569328308,0.0,0.0,1.0,1.0,"Skipped"
"the performances are immaculate , with roussillon providing comic relief .","the performances are immaculate , with roussillon supplying sitcom relief .",0.005699634552001953,0.05695265531539917,1.0,1.0,1.0,13.0,"Failed"
"kinnear . . . gives his best screen performance with an oddly winning portrayal of one of life's ultimate losers .","kinnear . . . donne his best screen performance with an suspiciously earning portrayal of one of life's ultimate losers .",0.00268632173538208,0.9340184926986694,1.0,0.0,1.0,21.0,"Successful"
"hugh grant , who has a good line in charm , has never been more charming than in about a boy .","hugh grant , who has a good line in charisma , has never been more cute than in about a boys .",0.007277071475982666,0.04431349039077759,1.0,1.0,1.0,10.0,"Failed"
"there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that permeates the script .","there's a lots of tooth in roger dodger . but what's pleasant is that there's a sporadic intelligence that pervades the script .",0.0076233744621276855,0.02337181568145752,1.0,1.0,1.0,9.0,"Failed"
"reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' occur while waiting for things to happen .","reminiscent of alfred hitchcock's thrillers , most of the horrible parts in 'signs' occur while waiting for things to happen .",0.32402461767196655,0.8859377503395081,1.0,0.0,1.0,9.0,"Successful"
"one of the best looking and stylish animated movies in quite a while . . .","one of the nicest looking and stylish animated movie in pretty a while . . .",0.0006697177886962891,0.001606285572052002,1.0,1.0,1.0,18.0,"Failed"
"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .","its usage of the thriller form to reviewing the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , inflammatory thing .",0.0004979372024536133,0.20049697160720825,1.0,1.0,1.0,38.0,"Failed"
"denver should not get the first and last look at one of the most triumphant performances of vanessa redgrave's career . it deserves to be seen everywhere .","denver should not get the first and last look at one of the most triumphant performances of vanessa redgrave's career . it deserves to be seen everywhere .",0.9744521379470825,0.9744521379470825,0.0,0.0,1.0,1.0,"Skipped"
"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade .","you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade .",0.98908931016922,0.98908931016922,0.0,0.0,1.0,1.0,"Skipped"
"waiting for godard can be fruitful : 'in praise of love' is the director's epitaph for himself .","waiting for godard can be productive : 'in congratulate of love' is the director's epitaph for himself .",0.08652031421661377,0.7383080720901489,1.0,0.0,1.0,16.0,"Successful"
"a gangster movie with the capacity to surprise .","a gangster movie with the competence to surprise .",0.0011518001556396484,0.002525627613067627,1.0,1.0,1.0,11.0,"Failed"
"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time .","the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the prizes of admission . . . if "" gory mayhem "" is your brainchild of a alright period .",0.017536640167236328,0.1691722869873047,1.0,1.0,1.0,24.0,"Failed"
"if not a home run , then at least a solid base hit .","if not a home run , then at least a solid basis hit .",0.31781524419784546,0.7259386777877808,1.0,0.0,1.0,4.0,"Successful"
"goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .","goldmember is comical enough to justify the embarrassment of bringing a barf bag to the moviehouse .",0.014088094234466553,0.9343193769454956,1.0,0.0,1.0,4.0,"Successful"
". . . a fairly disposable yet still entertaining b picture .",". . . a fairly disposable still again amusing b picture .",0.0021629929542541504,0.8770598769187927,1.0,0.0,1.0,11.0,"Successful"
"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding .","it may not be particularly imaginative , but the film's crisp , uninjured style and air of gentle longing make it surprisingly reward .",0.0035079121589660645,0.00483936071395874,1.0,1.0,1.0,15.0,"Failed"
"the film truly does rescue [the funk brothers] from motown's shadows . it's about time .","the movies really does rescued [the funk brethren] from motown's shadows . it's about time .",0.004064083099365234,0.026009082794189453,1.0,1.0,1.0,23.0,"Failed"
"drawing on an irresistible , languid romanticism , byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .","drawing on an inexorable , languid romanticism , byler illustrates the shapes in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retired heart to venture forth .",0.0005483031272888184,0.004633545875549316,1.0,1.0,1.0,20.0,"Failed"
"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .","works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",0.9988498687744141,0.9988498687744141,0.0,0.0,1.0,1.0,"Skipped"
"[scherfig] has made a movie that will leave you wondering about the characters' lives after the clever credits roll .","[scherfig] has made a movie that will leave you wondering about the characters' lives after the clever credits roll .",0.6559895277023315,0.6559895277023315,0.0,0.0,1.0,1.0,"Skipped"
"a heady , biting , be-bop ride through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he'll go to weave a protective cocoon around his own ego .","a heady , biting , be-bop ride through overnight manhattan , a loquacious videologue of the trendy men and the lengths to which he'll go to weave a prophylactic cocoon around his own ego .",0.00040715932846069336,0.0007352232933044434,1.0,1.0,1.0,23.0,"Failed"
"skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults .","skin of man gets a few inexpensive convulsions from its kids-in-peril theatrics , but it also taps into the primitive jitters of young people trying to cope with the mysterious and brutal nature of adults .",0.0013840198516845703,0.004126608371734619,1.0,1.0,1.0,14.0,"Failed"
"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .","the piano teacher is not an easier film . it forces you to watch people doing nasty things to each other and themselves , and it argues a cool distance from its material that is intentionally unsettling .",0.0011672377586364746,0.19830918312072754,1.0,1.0,1.0,21.0,"Failed"
"as refreshing as a drink from a woodland stream .","as refreshes as a drinking from a woodland streams .",0.004609227180480957,0.12724089622497559,1.0,1.0,1.0,7.0,"Failed"
"williams absolutely nails sy's queasy infatuation and overall strangeness .","williams altogether nails sy's queasy infatuation and entire weirdness .",0.00387495756149292,0.16935354471206665,1.0,1.0,1.0,18.0,"Failed"
"can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?","can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilt glee ?",0.02574300765991211,0.9869734048843384,1.0,0.0,1.0,7.0,"Successful"
"while it's nothing we haven't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it's more than a worthwhile effort .","while it's nothing we haven't seen before from murphy , i spy is still fun and pleasurable and so strenuously ludicrous that it's more than a worthwhile effort .",0.005793929100036621,0.522287130355835,1.0,0.0,1.0,28.0,"Successful"
"by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .","by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .",0.9228043556213379,0.9228043556213379,0.0,0.0,1.0,1.0,"Skipped"
"an intimate contemplation of two marvelously messy lives .","an intimate contemplation of two surprisingly messy inhabits .",0.0005172491073608398,0.2158403992652893,1.0,1.0,1.0,22.0,"Failed"
"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .","rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",0.7889748215675354,0.7889748215675354,0.0,0.0,1.0,1.0,"Skipped"
"this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .","this is one of those few doc that paintings a grands picture of an era and makes the journey feel like a party .",0.0005079507827758789,0.006257832050323486,1.0,1.0,1.0,11.0,"Failed"
"poignant if familiar story of a young person suspended between two cultures .","poignant if colloquial saga of a young somebody suspended between two cultures .",0.000722348690032959,0.658440351486206,1.0,0.0,1.0,14.0,"Successful"
"a metaphor for a modern-day urban china searching for its identity .","a analogy for a modern-day urban china researching for its identity .",0.0007278323173522949,0.002860546112060547,1.0,1.0,1.0,5.0,"Failed"
"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .","for all its brooding quality , ash wednesday is suspenseful and ultimately erratic , with a sterling ensemble cast .",0.0017317533493041992,0.9982613325119019,1.0,0.0,1.0,3.0,"Successful"
"an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to .","an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest exactly because it didn't attempting to .",0.12223213911056519,0.7017373442649841,1.0,0.0,1.0,8.0,"Successful"
"the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .","the film feels unpleasantly real , its language and locations bearing the unmistakable stamp of authority .",0.024575352668762207,0.5783472061157227,1.0,0.0,1.0,2.0,"Successful"
"despite its faults , gangs excels in spectacle and pacing .","despite its failings , gangs excels in show and pacing .",0.0010010600090026855,0.002140939235687256,1.0,1.0,1.0,17.0,"Failed"
"entertaining despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .","amusing although its one-joke hypothesis with the thesis that women from venus and men from mars can indeed get together .",0.003192901611328125,0.625617265701294,1.0,0.0,1.0,10.0,"Successful"
"a tightly directed , highly professional film that's old-fashioned in all the best possible ways .","a rigidly directed , extremely professional film that's old-fashioned in all the best possible ways .",0.0007179379463195801,0.9143980741500854,1.0,0.0,1.0,27.0,"Successful"
"it's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .","it's dark but has surprisingly funny moments ; you care about the attribute ; and the actions and special influencing are first-rate .",0.0012404918670654297,0.00329512357711792,1.0,1.0,1.0,55.0,"Failed"
"in visual fertility treasure planet rivals the top japanese animations of recent vintage .","in visual fertility treasure planet opponents the topped japanese animations of recent vintage .",0.0011470317840576172,0.03047192096710205,1.0,1.0,1.0,11.0,"Failed"
"enormously enjoyable , high-adrenaline documentary .","considerably pleasant , high-adrenaline documentary .",0.0007285475730895996,0.003494858741760254,1.0,1.0,1.0,27.0,"Failed"
"buy is an accomplished actress , and this is a big , juicy role .","buy is an accomplished actress , and this is a considerable , earner role .",0.0007901191711425781,0.004192709922790527,1.0,1.0,1.0,22.0,"Failed"
"it works its magic with such exuberance and passion that the film's length becomes a part of its fun .","it works its gilly with such exuberance and enthusiasm that the film's lengths becomes a part of its amusing .",0.0004540085792541504,0.0007484555244445801,1.0,1.0,1.0,14.0,"Failed"
"beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people .","beautifully established and abruptly honest , promises offerings an unforeseeable window into the complexities of the middle east struggle and into the humanity of its people .",0.0007673501968383789,0.0014887452125549316,1.0,1.0,1.0,25.0,"Failed"
"an old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore .","an old-fashioned but emotionally agitating adventure tale of the kind they rarely make anymore .",0.0016769766807556152,0.9982461929321289,1.0,0.0,1.0,4.0,"Successful"
"charlotte sometimes is a gem . it's always enthralling .","charlotte occasionally is a gem . it's invariably thrilling .",0.0015747547149658203,0.0026795268058776855,1.0,1.0,1.0,17.0,"Failed"
"in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a respectable sequel .","in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a reputable sequel .",0.010920703411102295,0.9969852566719055,1.0,0.0,1.0,3.0,"Successful"
"a remarkable film by bernard rose .","a outstanding film by bernard rose .",0.0004321932792663574,0.0013797283172607422,1.0,1.0,1.0,20.0,"Failed"
"zhuangzhuang creates delicate balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .","zhuangzhuang creates delicate balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",0.5333409309387207,0.5333409309387207,0.0,0.0,1.0,1.0,"Skipped"
"a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .","a much more successful translate than its most notorious previous film adjustments , writer-director anthony friedman's conversely updated 1970 british production .",0.0013974308967590332,0.0030761361122131348,1.0,1.0,1.0,25.0,"Failed"
"an original and highly cerebral examination of the psychopathic mind","an original and vitally cerebral consideration of the sociopathic mind",0.0003210306167602539,0.0004132390022277832,1.0,1.0,1.0,38.0,"Failed"
"michel piccoli's moving performance is this films reason for being .","michel piccoli's moving performance is this films grounds for being .",0.0006864070892333984,0.002321779727935791,1.0,1.0,1.0,11.0,"Failed"
"a captivating and intimate study about dying and loving . . .","a captivating and intimate explore about dying and loving . . .",0.0006461739540100098,0.0007565021514892578,1.0,1.0,1.0,16.0,"Failed"
"this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that doesn't reveal even a hint of artifice .","this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that doesn't reveal even a hint of artifice .",0.9896833896636963,0.9896833896636963,0.0,0.0,1.0,1.0,"Skipped"
"[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .","[grant] goes beyond his usual flutters and stammering and caught the alma of a man in agony who gradually comes to recognize it and deal with it .",0.0006492733955383301,0.003096282482147217,1.0,1.0,1.0,15.0,"Failed"
"a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime .","a high-spirited fella flick about the reunion of berlin anarchist who face arrest 15 years after their offences .",0.000576019287109375,0.2565842866897583,1.0,1.0,1.0,33.0,"Failed"
"about the best thing you could say about narc is that it's a rock-solid little genre picture . whether you like it or not is basically a matter of taste .","about the best thing you could say about narc is that it's a rock-solid little genre picture . whether you like it or not is virtually a issue of taste .",0.01594376564025879,0.7959679365158081,1.0,0.0,1.0,14.0,"Successful"
"an involving , inspirational drama that sometimes falls prey to its sob-story trappings .","an involving , inspirational drama that sometimes falls prey to its sob-story trappings .",0.9815628528594971,0.9815628528594971,0.0,0.0,1.0,1.0,"Skipped"
"some of the most inventive silliness you are likely to witness in a movie theatre for some time .","some of the most invention silliness you are likely to witness in a movie theatre for some time .",0.011383116245269775,0.8737983107566833,1.0,0.0,1.0,8.0,"Successful"
"canadian filmmaker gary burns' inventive and mordantly humorous take on the soullessness of work in the city .","canadian filmmaker gary burns' resourceful and mordantly funny taking on the soullessness of works in the city .",0.0005435347557067871,0.0010491609573364258,1.0,1.0,1.0,18.0,"Failed"
"a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .","a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technologies , twitching music and a boffo last hours that leads up to a surprisingly sinister happy ending .",0.0005859136581420898,0.001182258129119873,1.0,1.0,1.0,18.0,"Failed"
"everyone's insecure in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .","everyone's unsure in gorgeous and awesome , a poignant and wryly droll film about mothers , daughters and their relationships .",0.0004207491874694824,0.0008130669593811035,1.0,1.0,1.0,20.0,"Failed"
"the closest thing to the experience of space travel","the nearest thing to the experience of space travel",0.14834028482437134,0.9553778171539307,1.0,0.0,1.0,2.0,"Successful"
"full of surprises .","full of surprises .",0.0007993578910827637,0.0007993578910827637,1.0,1.0,1.0,2.0,"Failed"
"connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not withered during his enforced hiatus .","connoisseurs of chinese cinematographic will be contented to detect that tian's meticulous talent has not withered during his enforced interruption .",0.005985081195831299,0.01763862371444702,1.0,1.0,1.0,31.0,"Failed"
"if you can push on through the slow spots , you'll be rewarded with some fine acting .","if you can push on through the slow commercials , you'll be rewarded with some fine acting .",0.006563007831573486,0.012290716171264648,1.0,1.0,1.0,5.0,"Failed"
"an unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .","an unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .",0.5036841630935669,0.5036841630935669,0.0,0.0,1.0,1.0,"Skipped"
"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .","symbolically , warm water under a red overpass is a celebratory of feminine energy , a compliments to the power of women to healing .",0.0007714033126831055,0.0015107393264770508,1.0,1.0,1.0,24.0,"Failed"
"spy kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie .","espionage kids 2 also happens to be that rarity among sequels : it actually betterment afterwards the initial hit movie .",0.0009838342666625977,0.01587080955505371,1.0,1.0,1.0,21.0,"Failed"
"exceptionally well acted by diane lane and richard gere .","inordinately well acted by diane lane and richard gere .",0.0008053183555603027,0.5965139269828796,1.0,0.0,1.0,18.0,"Successful"
"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock .","like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock .",0.9972813129425049,0.9972813129425049,0.0,0.0,1.0,1.0,"Skipped"
"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .","in supplement to scoring higher for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other possessions to commend it to movie audience both innocent and jaded .",0.0012603402137756348,0.8490366339683533,1.0,0.0,1.0,12.0,"Successful"
"miller has crafted an intriguing story of maternal instincts and misguided acts of affection .","miller has developed an enigmatic conte of maternal instincts and misguided act of affection .",0.0005877017974853516,0.68097323179245,1.0,0.0,1.0,25.0,"Successful"
"one of the most exciting action films to come out of china in recent years .","one of the most exciting action films to arrive out of china in recent years .",0.001069486141204834,0.0010753273963928223,1.0,1.0,1.0,32.0,"Failed"
"this is a nervy , risky film , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .","this is a nervy , perilous film , and villeneuve has inspired croze to lend herself over utterly to the choppy persona of bibi .",0.0010319948196411133,0.5482392311096191,1.0,0.0,1.0,19.0,"Successful"
"my little eye is the best little "" horror "" movie i've seen in years .","my little eye is the better little "" horror "" flick i've watched in years .",0.0009360909461975098,0.06893831491470337,1.0,1.0,1.0,10.0,"Failed"
"tunney , brimming with coltish , neurotic energy , holds the screen like a true star .","tunney , brimming with coltish , neurotic energies , held the screen like a genuine superstar .",0.0011753439903259277,0.0028108954429626465,1.0,1.0,1.0,12.0,"Failed"
"even if the naipaul original remains the real masterpiece , the movie possesses its own languorous charm .","even if the naipaul upfront remains the real masterpiece , the film possesses its own languorous amulet .",0.003113687038421631,0.6240663528442383,1.0,0.0,1.0,13.0,"Successful"
"[the film] tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .","[the film] tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it's unable to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .",0.006496727466583252,0.7989265322685242,1.0,0.0,1.0,3.0,"Successful"
"sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too .","sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too .",0.8861979842185974,0.8861979842185974,0.0,0.0,1.0,1.0,"Skipped"
"the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .","the kraft of the film lurks in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .",0.002352297306060791,0.6585296392440796,1.0,0.0,1.0,8.0,"Successful"
"like the series , the movie is funny , smart , visually inventive , and most of all , alive .","like the serials , the movie is comical , smart , visually resourceful , and most of all , alive .",0.0006294846534729004,0.0009061098098754883,1.0,1.0,1.0,18.0,"Failed"
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .","it was filled with shootings , beatings , and more cussing than you could shake a stick at .",0.9967754483222961,0.9967754483222961,0.0,0.0,1.0,1.0,"Skipped"
"you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .","you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .",0.9978262782096863,0.9978262782096863,0.0,0.0,1.0,1.0,"Skipped"
